BTC-Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Date,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Date,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,LTC-Date,LTC-Open,LTC-High,LTC-Low,LTC-Close,LTC-Adj Close,LTC-Volume
27/11/2013,969.960022,1094.780029,914.27002,1079.890015,1079.890015,37868643,27/11/2013,0,0,0,0,0,0,27/11/2013,0,0,0,0,0,0,27/11/2013,20.5,50,20.5,35.990002,35.990002,14864
28/11/2013,1079.890015,1224.47998,1032.060059,1101.380005,1101.380005,42912383,28/11/2013,0,0,0,0,0,0,28/11/2013,0,0,0,0,0,0,28/11/2013,35.990002,65,35.990002,46.099998,46.099998,13001
29/11/2013,1101.380005,1241.920044,1049.959961,1206.930054,1206.930054,45030632,29/11/2013,0,0,0,0,0,0,29/11/2013,0,0,0,0,0,0,29/11/2013,46.099998,50,30.200001,41,41,11730
30/11/2013,1206.930054,1232.939941,1150.160034,1205.660034,1205.660034,18266602,30/11/2013,0,0,0,0,0,0,30/11/2013,0,0,0,0,0,0,30/11/2013,41,48,38,41,41,6048
1/12/2013,1205.660034,1216.839966,840.27002,1004.390015,1004.390015,83244488,1/12/2013,0,0,0,0,0,0,1/12/2013,0,0,0,0,0,0,1/12/2013,41,41.209999,24.48,35.299999,35.299999,1676
2/12/2013,1004.390015,1117.72998,974.969971,1096.560059,1096.560059,39234863,2/12/2013,0,0,0,0,0,0,2/12/2013,0,0,0,0,0,0,2/12/2013,35.299999,40.5,29.799999,33.509998,33.509998,3620
3/12/2013,1096.560059,1185.630005,1064.910034,1154.859985,1154.859985,21865760,3/12/2013,0,0,0,0,0,0,3/12/2013,0,0,0,0,0,0,3/12/2013,33.509998,36.400002,32,33,33,7169
4/12/2013,1154.859985,1239.699951,1131.349976,1237.550049,1237.550049,19409766,4/12/2013,0,0,0,0,0,0,4/12/2013,0,0,0,0,0,0,4/12/2013,33,43,31,32.200001,32.200001,20974
5/12/2013,1237.550049,1239.859985,869.98999,1106.349976,1106.349976,62292919,5/12/2013,0,0,0,0,0,0,5/12/2013,0,0,0,0,0,0,5/12/2013,32.200001,42.990002,29,38,38,24291
6/12/2013,1106.349976,1118.930054,800.070007,845.02002,845.02002,50747162,6/12/2013,0,0,0,0,0,0,6/12/2013,0,0,0,0,0,0,6/12/2013,38,39.200001,32,32,32,7020
7/12/2013,845.02002,895.960022,576.030029,697.02002,697.02002,70727083,7/12/2013,0,0,0,0,0,0,7/12/2013,0,0,0,0,0,0,7/12/2013,32,32,11,22.780001,22.780001,7637
8/12/2013,697.02002,828.960022,653.030029,803.960022,803.960022,23044397,8/12/2013,0,0,0,0,0,0,8/12/2013,0,0,0,0,0,0,8/12/2013,22.780001,28.4,22.780001,27.93,27.93,2092
9/12/2013,803.960022,980.030029,787.72998,918.950012,918.950012,24553208,9/12/2013,0,0,0,0,0,0,9/12/2013,0,0,0,0,0,0,9/12/2013,27.93,32.59,27,31.98,31.98,3602
10/12/2013,918.950012,1067.699951,911.960022,1033.719971,1033.719971,21734994,10/12/2013,0,0,0,0,0,0,10/12/2013,0,0,0,0,0,0,10/12/2013,31.98,36.599998,31.98,35.259998,35.259998,7327
11/12/2013,1033.719971,1056.76001,856.059998,919.929993,919.929993,23051224,11/12/2013,0,0,0,0,0,0,11/12/2013,0,0,0,0,0,0,11/12/2013,35.259998,35.259998,28.780001,31.57,31.57,13797
12/12/2013,919.929993,940.97998,839.51001,899.97998,899.97998,8798283,12/12/2013,0,0,0,0,0,0,12/12/2013,0,0,0,0,0,0,12/12/2013,31.57,32.93,30.98,31,31,1459
13/12/2013,899.97998,989.890015,882.109985,936.77002,936.77002,16173632,13/12/2013,0,0,0,0,0,0,13/12/2013,0,0,0,0,0,0,13/12/2013,31,33,30.01,30.59,30.59,3919
14/12/2013,936.77002,947.929993,875.109985,908.940002,908.940002,10532106,14/12/2013,0,0,0,0,0,0,14/12/2013,0,0,0,0,0,0,14/12/2013,30.59,32.389999,30.01,30.01,30.01,3515
15/12/2013,908.940002,927.900024,837.97998,919.880005,919.880005,13302074,15/12/2013,0,0,0,0,0,0,15/12/2013,0,0,0,0,0,0,15/12/2013,30.01,31.799999,29.15,30.92,30.92,7727
16/12/2013,919.880005,924.940002,714.030029,759.919983,759.919983,32899151,16/12/2013,0,0,0,0,0,0,16/12/2013,0,0,0,0,0,0,16/12/2013,30.92,32.130001,25,25.77,25.77,3419
17/12/2013,759.919983,779.960022,678.880005,714.969971,714.969971,22933905,17/12/2013,0,0,0,0,0,0,17/12/2013,0,0,0,0,0,0,17/12/2013,25.77,29,20.01,23.74,23.74,5200
