BTC-Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Date,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Date,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,LTC-Date,LTC-Open,LTC-High,LTC-Low,LTC-Close,LTC-Adj Close,LTC-Volume
4/08/2010,0.057,0.061,0.058,0.061,0.061,303,4/08/2010,0,0,0,0,0,0,4/08/2010,0,0,0,0,0,0,4/08/2010,0,0,0,0,0,0
5/08/2010,0.061,0.0624,0.0607,0.0623,0.0623,85,5/08/2010,0,0,0,0,0,0,5/08/2010,0,0,0,0,0,0,5/08/2010,0,0,0,0,0,0
6/08/2010,0.0623,0.0622,0.059,0.059,0.059,157,6/08/2010,0,0,0,0,0,0,6/08/2010,0,0,0,0,0,0,6/08/2010,0,0,0,0,0,0
7/08/2010,0.059,0.061,0.059,0.0609,0.0609,132,7/08/2010,0,0,0,0,0,0,7/08/2010,0,0,0,0,0,0,7/08/2010,0,0,0,0,0,0
8/08/2010,0.0609,0.0735,0.0593,0.071,0.071,886,8/08/2010,0,0,0,0,0,0,8/08/2010,0,0,0,0,0,0,8/08/2010,0,0,0,0,0,0
9/08/2010,0.071,0.0709,0.06651,0.07,0.07,88,9/08/2010,0,0,0,0,0,0,9/08/2010,0,0,0,0,0,0,9/08/2010,0,0,0,0,0,0
10/08/2010,0.07,0.07541,0.06,0.067,0.067,1015,10/08/2010,0,0,0,0,0,0,10/08/2010,0,0,0,0,0,0,10/08/2010,0,0,0,0,0,0
11/08/2010,0.067,0.07,0.06141,0.07,0.07,134,11/08/2010,0,0,0,0,0,0,11/08/2010,0,0,0,0,0,0,11/08/2010,0,0,0,0,0,0
12/08/2010,0.07,0.068,0.0645,0.0645,0.0645,233,12/08/2010,0,0,0,0,0,0,12/08/2010,0,0,0,0,0,0,12/08/2010,0,0,0,0,0,0
13/08/2010,0.0645,0.0695,0.0645,0.067,0.067,295,13/08/2010,0,0,0,0,0,0,13/08/2010,0,0,0,0,0,0,13/08/2010,0,0,0,0,0,0
14/08/2010,0.067,0.067,0.065,0.06529,0.06529,294,14/08/2010,0,0,0,0,0,0,14/08/2010,0,0,0,0,0,0,14/08/2010,0,0,0,0,0,0
15/08/2010,0.06529,0.0679,0.062,0.0655,0.0655,696,15/08/2010,0,0,0,0,0,0,15/08/2010,0,0,0,0,0,0,15/08/2010,0,0,0,0,0,0
16/08/2010,0.0655,0.0769,0.06243,0.07,0.07,915,16/08/2010,0,0,0,0,0,0,16/08/2010,0,0,0,0,0,0,16/08/2010,0,0,0,0,0,0
17/08/2010,0.07,0.0733,0.067,0.068,0.068,203,17/08/2010,0,0,0,0,0,0,17/08/2010,0,0,0,0,0,0,17/08/2010,0,0,0,0,0,0
