BTC-Date,BTC-Open,BTC-High,BTC-Low,BTC-Close,BTC-Adj Close,BTC-Volume,ETH-Date,ETH-Open,ETH-High,ETH-Low,ETH-Close,ETH-Adj Close,ETH-Volume,DOGE-Date,DOGE-Open,DOGE-High,DOGE-Low,DOGE-Close,DOGE-Adj Close,DOGE-Volume,LTC-Date,LTC-Open,LTC-High,LTC-Low,LTC-Close,LTC-Adj Close,LTC-Volume,DOGE-up-DoD,BTC-up-DoD,DOGE-Win,BTC-Win
27/07/2016,654.539978,657.960022,650.809998,654.130005,654.130005,18452583,27/07/2016,13.05,13.08,12.48,12.87,12.87,3121650,27/07/2016,0.000279,0.000279,0.00027,0.00027,0.00027,0,27/07/2016,3.96,3.98,3.93,3.96,3.96,182529,0,0,L,L
28/07/2016,654.130005,657.400024,650.98999,655.429993,655.429993,17757920,28/07/2016,12.87,12.93,12.56,12.87,12.87,2029034,28/07/2016,0.00026,0.00026,0.00026,0.00026,0.00026,0,28/07/2016,3.96,4.11,3.93,4.05,4.05,218498,0,1,L,W
29/07/2016,655.429993,657.549988,652.059998,654.73999,654.73999,12721755,29/07/2016,12.87,12.88,12.53,12.57,12.57,2030259,29/07/2016,0.000255,0.000275,0.000255,0.000275,0.000275,23,29/07/2016,4.05,4.12,4.05,4.07,4.07,214396,1,0,W,L
30/07/2016,654.73999,654.919983,621.419983,621.869995,621.869995,39918066,30/07/2016,12.57,12.56,11.54,11.86,11.86,3358462,30/07/2016,0.000244,0.000269,0.000244,0.00025,0.00025,2,30/07/2016,4.07,4.07,3.94,3.94,3.94,404473,0,0,L,L
31/07/2016,621.869995,627.890015,603.549988,607,607,41229298,31/07/2016,11.86,12.05,10.15,11.04,11.04,3610696,31/07/2016,0.00025,0.00025,0.000249,0.000249,0.000249,0,31/07/2016,3.94,3.95,3.86,3.88,3.88,430772,0,0,L,L
1/08/2016,607,613.75,471.359985,513.429993,513.429993,75338595,1/08/2016,11.04,11.2,7.03,8.3,8.3,10863339,1/08/2016,0.000249,0.00025,0.000249,0.00025,0.00025,1,1/08/2016,3.88,3.88,3.25,3.5,3.5,1039767,1,0,W,L
2/08/2016,513.429993,573.059998,514.090027,566.440002,566.440002,47170751,2/08/2016,8.3,10.64,8.09,10.42,10.42,4834647,2/08/2016,0.00023,0.00025,0.00023,0.00025,0.00025,3,2/08/2016,3.5,3.75,3.49,3.7,3.7,405037,0,1,L,W
3/08/2016,566.440002,584.890015,559.5,576.219971,576.219971,25725471,3/08/2016,10.42,11.53,10.25,11.21,11.21,2985961,3/08/2016,0.000249,0.000249,0.00024,0.00024,0.00024,1,3/08/2016,3.7,3.76,3.66,3.72,3.72,204086,0,1,L,W
4/08/2016,576.219971,579.969971,565.809998,574.659973,574.659973,15992890,4/08/2016,11.21,11.32,10.73,11.05,11.05,1126449,4/08/2016,0.000235,0.000248,0.000235,0.000245,0.000245,2,4/08/2016,3.72,3.72,3.64,3.7,3.7,145391,1,0,W,L
5/08/2016,574.659973,596.679993,565.330017,586.450012,586.450012,14676841,5/08/2016,11.05,11.09,10.34,10.95,10.95,1043336,5/08/2016,0.00024,0.00024,0.0002,0.0002,0.0002,16,5/08/2016,3.7,3.78,3.68,3.76,3.76,205068,0,1,L,W
6/08/2016,586.450012,596.01001,580.869995,590.849976,590.849976,15491523,6/08/2016,10.95,11.13,10.76,10.98,10.98,1377540,6/08/2016,0.00024,0.000288,0.00024,0.000288,0.000288,65,6/08/2016,3.76,3.8,3.7,3.76,3.76,197479,1,1,W,W
7/08/2016,590.849976,594.23999,585.409973,589.23999,589.23999,14726811,7/08/2016,10.98,11.49,10.83,11.29,11.29,2281375,7/08/2016,0.000288,0.000288,0.000265,0.000276,0.000276,2,7/08/2016,3.76,3.81,3.74,3.78,3.78,164160,0,0,L,L
8/08/2016,589.23999,591.200012,581.099976,585.25,585.25,15304277,8/08/2016,11.29,12.43,11.17,12.22,12.22,4071702,8/08/2016,0.000231,0.000276,0.000231,0.00027,0.00027,4,8/08/2016,3.78,3.78,3.72,3.74,3.74,193166,0,0,L,L
9/08/2016,585.25,600.52002,580.869995,590.940002,590.940002,29376783,9/08/2016,12.22,12.67,11.86,12.22,12.22,5255819,9/08/2016,0.00027,0.00029,0.000265,0.00028,0.00028,4,9/08/2016,3.74,3.8,3.71,3.75,3.75,439688,1,1,W,W
10/08/2016,590.940002,599.150024,585.390015,587.840027,587.840027,23640952,10/08/2016,12.22,12.35,11.59,11.68,11.68,3016560,10/08/2016,0.00029,0.00029,0.000256,0.00026,0.00026,7,10/08/2016,3.75,3.78,3.72,3.75,3.75,422731,0,0,L,L
11/08/2016,587.840027,591.140015,582.200012,587.140015,587.140015,15009452,11/08/2016,11.68,12.04,11.58,11.78,11.78,2065414,11/08/2016,0.00026,0.000289,0.00026,0.00027,0.00027,2,11/08/2016,3.75,3.75,3.68,3.71,3.71,388961,1,0,W,L
12/08/2016,587.140015,590.070007,582.809998,584.590027,584.590027,11357750,12/08/2016,11.78,11.83,11.49,11.56,11.56,1193514,12/08/2016,0.000267,0.000287,0.00026,0.000275,0.000275,9,12/08/2016,3.71,3.76,3.68,3.71,3.71,484446,1,0,W,L
13/08/2016,584.590027,585.799988,559.929993,569.059998,569.059998,18970094,13/08/2016,11.56,11.71,11.08,11.21,11.21,1638525,13/08/2016,0.00027,0.000274,0.00027,0.000272,0.000272,1,13/08/2016,3.71,3.72,3.58,3.62,3.62,317684,0,0,L,L
14/08/2016,569.059998,574.969971,559.280029,566.950012,566.950012,19218972,14/08/2016,11.21,11.43,10.97,11.21,11.21,1373317,14/08/2016,0.000272,0.000272,0.000255,0.000255,0.000255,9,14/08/2016,3.62,3.67,3.54,3.58,3.58,465920,0,0,L,L
15/08/2016,566.950012,583.380005,563.380005,580.190002,580.190002,21634083,15/08/2016,11.21,11.43,10.98,11.17,11.17,1261077,15/08/2016,0.000255,0.00026,0.000245,0.00026,0.00026,4,15/08/2016,3.58,3.65,3.55,3.63,3.63,297997,1,1,W,W
16/08/2016,580.190002,581.099976,568.659973,572.340027,572.340027,18886741,16/08/2016,11.17,11.23,10.71,10.77,10.77,2530514,16/08/2016,0.00026,0.000265,0.00026,0.000265,0.000265,4,16/08/2016,3.63,3.67,3.57,3.59,3.59,268121,1,0,W,L
17/08/2016,572.340027,579.530029,570.830017,573.390015,573.390015,17509679,17/08/2016,10.77,11.07,10.74,10.77,10.77,1436468,17/08/2016,0.000265,0.000265,0.000265,0.000265,0.000265,0,17/08/2016,3.59,3.63,3.58,3.6,3.6,185001,0,1,L,W
18/08/2016,573.390015,577.859985,566.25,574.559998,574.559998,14701426,18/08/2016,10.77,10.85,10.64,10.71,10.71,977152,18/08/2016,0.000265,0.000265,0.000265,0.000265,0.000265,3,18/08/2016,3.6,3.62,3.57,3.6,3.6,120222,0,1,L,W
19/08/2016,574.559998,583.5,572.280029,582.609985,582.609985,13416843,19/08/2016,10.71,11.35,10.68,11.28,11.28,1576304,19/08/2016,0.000265,0.000265,0.000263,0.000263,0.000263,0,19/08/2016,3.6,3.63,3.58,3.61,3.61,118537,0,1,L,W
20/08/2016,582.609985,585.320007,577.840027,580.659973,580.659973,8294321,20/08/2016,11.28,11.31,10.96,11.14,11.14,548398,20/08/2016,0.000249,0.000262,0.000249,0.000262,0.000262,8,20/08/2016,3.61,3.63,3.59,3.61,3.61,133942,0,0,L,L
21/08/2016,580.659973,591.900024,577.130005,587.469971,587.469971,19658058,21/08/2016,11.14,11.37,11.04,11.07,11.07,1196884,21/08/2016,0.000242,0.000262,0.000242,0.000262,0.000262,0,21/08/2016,3.61,3.68,3.57,3.66,3.66,373663,0,1,L,W
22/08/2016,587.469971,589.869995,578.609985,583.559998,583.559998,18772369,22/08/2016,11.07,11.22,10.87,11.01,11.01,1117682,22/08/2016,0.000259,0.000259,0.000259,0.000259,0.000259,0,22/08/2016,3.66,4.01,3.64,3.94,3.94,1649768,0,0,L,L
23/08/2016,583.559998,584.469971,576.820007,579.659973,579.659973,16337141,23/08/2016,11.01,11.17,10.92,11.01,11.01,739274,23/08/2016,0.00025,0.00025,0.000226,0.000245,0.000245,1,23/08/2016,3.94,3.96,3.79,3.84,3.84,578504,0,0,L,L
24/08/2016,579.659973,580.710022,570.809998,577.960022,577.960022,18885349,24/08/2016,11.01,11.36,10.98,11.35,11.35,1230358,24/08/2016,0.000245,0.000249,0.000245,0.000245,0.000245,6,24/08/2016,3.84,3.89,3.75,3.79,3.79,421763,0,0,L,L
25/08/2016,577.960022,582.72998,575.830017,579.369995,579.369995,12329289,25/08/2016,11.35,11.44,11.19,11.26,11.26,847110,25/08/2016,0.000245,0.000245,0.000245,0.000245,0.000245,0,25/08/2016,3.79,3.85,3.77,3.81,3.81,341316,0,1,L,W
26/08/2016,579.369995,580.409973,567.25,570.349976,570.349976,10747219,26/08/2016,11.26,11.29,11.15,11.19,11.19,485209,26/08/2016,0.000232,0.000232,0.000232,0.000232,0.000232,0,26/08/2016,3.81,3.82,3.69,3.74,3.74,235694,0,0,L,L
27/08/2016,570.349976,576.320007,569.210022,574.97998,574.97998,7377921,27/08/2016,11.19,11.21,10.98,10.99,10.99,793760,27/08/2016,0.00022,0.000249,0.00022,0.000249,0.000249,10,27/08/2016,3.74,3.77,3.71,3.73,3.73,196733,1,1,W,W
28/08/2016,574.97998,578.609985,571.380005,574.22998,574.22998,13760854,28/08/2016,10.99,11.16,10.77,10.95,10.95,1106816,28/08/2016,0.000249,0.00025,0.000245,0.000245,0.000245,11,28/08/2016,3.73,3.8,3.7,3.77,3.77,260056,0,0,L,L
29/08/2016,574.22998,579.940002,572.51001,577.320007,577.320007,15895354,29/08/2016,10.95,11.3,10.94,11.21,11.21,967365,29/08/2016,0.000245,0.000245,0.000245,0.000245,0.000245,0,29/08/2016,3.77,3.84,3.75,3.8,3.8,264332,0,1,L,W
30/08/2016,577.320007,578.25,571.690002,573.880005,573.880005,14338795,30/08/2016,11.21,11.74,11.14,11.55,11.55,1283480,30/08/2016,0.000245,0.000245,0.000245,0.000245,0.000245,0,30/08/2016,3.8,3.82,3.76,3.79,3.79,169849,0,0,L,L
31/08/2016,573.880005,704.969971,569.369995,571.98999,571.98999,14860164,31/08/2016,11.55,12.6,11.55,12.21,12.21,3084388,31/08/2016,0.000245,0.000245,0.00023,0.000245,0.000245,1,31/08/2016,3.79,3.87,3.75,3.82,3.82,237520,0,0,L,L
1/09/2016,571.98999,577.599976,569.299988,575.289978,575.289978,15315755,1/09/2016,12.21,12.37,11.92,12.08,12.08,1731750,1/09/2016,0.000245,0.000245,0.00024,0.00024,0.00024,24,1/09/2016,3.82,3.86,3.79,3.81,3.81,254663,0,1,L,W
2/09/2016,575.289978,604.969971,572.640015,598.840027,598.840027,21055514,2/09/2016,12.08,12.41,11.55,11.85,11.85,1552172,2/09/2016,0.00024,0.000259,0.00024,0.000255,0.000255,27,2/09/2016,3.81,3.93,3.8,3.9,3.9,252067,1,1,W,W
3/09/2016,598.840027,615.200012,590.780029,609.549988,609.549988,18646011,3/09/2016,11.85,11.93,11.49,11.71,11.71,912660,3/09/2016,0.000253,0.000253,0.000225,0.000245,0.000245,1,3/09/2016,3.9,4.04,3.87,4.01,4.01,370844,0,1,L,W
4/09/2016,609.549988,610.609985,598.77002,605.76001,605.76001,15369832,4/09/2016,11.71,11.83,11.59,11.75,11.75,508640,4/09/2016,0.000245,0.000245,0.00024,0.000241,0.000241,6,4/09/2016,4.01,4.01,3.93,3.96,3.96,212360,0,0,L,L
5/09/2016,605.76001,611.950012,603.549988,610.440002,610.440002,14864563,5/09/2016,11.75,11.76,11.45,11.7,11.7,870183,5/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,5/09/2016,3.96,3.98,3.91,3.95,3.95,170809,0,1,L,W
6/09/2016,610.440002,616.47998,606.23999,613.210022,613.210022,18429525,6/09/2016,11.7,11.86,11.5,11.59,11.59,704039,6/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,6/09/2016,3.95,3.97,3.89,3.95,3.95,176398,0,1,L,W
7/09/2016,613.210022,629.299988,611.25,625.570007,625.570007,22710390,7/09/2016,11.59,11.72,11.29,11.39,11.39,1182869,7/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,7/09/2016,3.95,4.03,3.93,3.97,3.97,274015,0,1,L,W
8/09/2016,625.570007,627.580017,617.320007,623.159973,623.159973,17710151,8/09/2016,11.39,11.76,11.29,11.72,11.72,1395640,8/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,8/09/2016,3.97,3.99,3.92,3.96,3.96,201773,0,0,L,L
9/09/2016,623.159973,627.450012,621.070007,624.52002,624.52002,9600113,9/09/2016,11.72,12.06,11.49,12.05,12.05,1011883,9/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,9/09/2016,3.96,3.99,3.93,3.96,3.96,124659,0,1,L,W
10/09/2016,624.52002,630.77002,592.789978,605.609985,605.609985,22467346,10/09/2016,12.05,12.2,11.58,11.64,11.64,1253034,10/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,10/09/2016,3.96,3.98,3.8,3.85,3.85,325761,0,0,L,L
11/09/2016,605.609985,610.619995,603.030029,607.97998,607.97998,17058938,11/09/2016,11.64,11.96,11.62,11.89,11.89,724255,11/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,11/09/2016,3.85,3.86,3.73,3.81,3.81,260671,0,1,L,W
12/09/2016,607.97998,612.030029,604.869995,608.609985,608.609985,16850869,12/09/2016,11.89,12.14,11.82,11.92,11.92,3108044,12/09/2016,0.000241,0.000241,0.000241,0.000241,0.000241,0,12/09/2016,3.81,3.84,3.76,3.81,3.81,137683,0,1,L,W
13/09/2016,608.609985,612.159973,606.390015,609.539978,609.539978,14878860,13/09/2016,11.92,12.06,11.76,11.97,11.97,1189503,13/09/2016,0.000232,0.000232,0.000232,0.000232,0.000232,8,13/09/2016,3.81,3.85,3.79,3.82,3.82,139177,0,1,L,W
14/09/2016,609.539978,610.72998,605.099976,608.109985,608.109985,13892193,14/09/2016,11.97,12.14,11.89,11.96,11.96,1642142,14/09/2016,0.000232,0.000245,0.000231,0.000231,0.000231,5,14/09/2016,3.82,3.84,3.78,3.8,3.8,122846,0,0,L,L
15/09/2016,608.109985,610.359985,605.150024,607.780029,607.780029,13353736,15/09/2016,11.96,12.81,11.89,12.61,12.61,2298783,15/09/2016,0.000231,0.00024,0.000231,0.00024,0.00024,0,15/09/2016,3.8,3.83,3.79,3.82,3.82,170843,1,0,W,L
16/09/2016,607.780029,609.609985,604.52002,607.080017,607.080017,9724490,16/09/2016,12.61,12.92,12.43,12.83,12.83,874551,16/09/2016,0.00024,0.000241,0.00024,0.000241,0.000241,0,16/09/2016,3.82,3.83,3.78,3.8,3.8,127441,1,0,W,L
17/09/2016,607.080017,612.380005,605.219971,610.700012,610.700012,10004923,17/09/2016,12.83,13,12.21,12.39,12.39,2999604,17/09/2016,0.000241,0.00026,0.000241,0.000245,0.000245,85,17/09/2016,3.8,3.83,3.79,3.83,3.83,168340,1,1,W,W
18/09/2016,610.700012,612.409973,606.98999,609.849976,609.849976,12981851,18/09/2016,12.39,13.16,12.36,12.93,12.93,1570880,18/09/2016,0.000245,0.000245,0.000245,0.000245,0.000245,0,18/09/2016,3.83,3.85,3.8,3.82,3.82,194300,0,0,L,L
19/09/2016,609.849976,611.27002,605.929993,609.23999,609.23999,13809380,19/09/2016,12.93,14.75,12.92,14.72,14.72,4649566,19/09/2016,0.000245,0.000246,0.000241,0.000246,0.000246,12,19/09/2016,3.82,3.84,3.8,3.83,3.83,137386,1,0,W,L
20/09/2016,609.23999,608.820007,591.690002,597.159973,597.159973,22059386,20/09/2016,14.72,14.84,13.18,13.72,13.72,3597165,20/09/2016,0.000246,0.000247,0.000232,0.000246,0.000246,21,20/09/2016,3.83,3.94,3.73,3.77,3.77,328871,0,0,L,L
21/09/2016,597.159973,599.780029,592.830017,595.630005,595.630005,13463966,21/09/2016,13.72,13.84,12.37,13.11,13.11,3037294,21/09/2016,0.000246,0.000246,0.000246,0.000246,0.000246,0,21/09/2016,3.77,3.89,3.74,3.76,3.76,118805,0,0,L,L
22/09/2016,595.630005,603.700012,594.109985,602.919983,602.919983,15567036,22/09/2016,13.11,13.46,13.08,13.36,13.36,1001985,22/09/2016,0.000246,0.00025,0.000236,0.000249,0.000249,24,22/09/2016,3.76,3.84,3.74,3.81,3.81,189847,1,1,W,W
23/09/2016,602.919983,605.919983,600.5,602.590027,602.590027,8196210,23/09/2016,13.36,13.4,12.63,12.91,12.91,1202185,23/09/2016,0.000249,0.000249,0.000237,0.000241,0.000241,3,23/09/2016,3.81,3.86,3.79,3.8,3.8,166666,0,0,L,L
24/09/2016,602.590027,604.869995,598.349976,601.48999,601.48999,8038079,24/09/2016,12.91,13.17,12.79,13.05,13.05,565459,24/09/2016,0.000241,0.000248,0.000238,0.00024,0.00024,10,24/09/2016,3.8,3.82,3.77,3.8,3.8,128338,0,0,L,L
25/09/2016,601.48999,608.460022,598.169983,606.539978,606.539978,16700407,25/09/2016,13.05,13.16,12.8,12.89,12.89,783983,25/09/2016,0.00024,0.00024,0.000239,0.00024,0.00024,4,25/09/2016,3.8,3.88,3.78,3.85,3.85,246887,0,1,L,W
26/09/2016,606.539978,608.969971,601.72998,605.469971,605.469971,15534315,26/09/2016,12.89,13.3,12.83,13.09,13.09,1086159,26/09/2016,0.00024,0.00024,0.000239,0.000239,0.000239,4,26/09/2016,3.85,3.88,3.82,3.84,3.84,127270,0,0,L,L
27/09/2016,605.469971,606.900024,602.619995,604.669983,604.669983,11485005,27/09/2016,13.09,13.56,13.06,13.3,13.3,1122919,27/09/2016,0.000239,0.000247,0.000239,0.000239,0.000239,6,27/09/2016,3.84,3.86,3.82,3.83,3.83,102532,0,0,L,L
28/09/2016,604.669983,607.22998,602.01001,604.700012,604.700012,15403975,28/09/2016,13.3,13.38,13.09,13.17,13.17,878164,28/09/2016,0.000239,0.000248,0.000239,0.000239,0.000239,14,28/09/2016,3.83,3.85,3.82,3.84,3.84,111407,0,1,L,W
29/09/2016,604.700012,608.780029,602.25,608.140015,608.140015,14534745,29/09/2016,13.17,13.39,13.06,13.24,13.24,889551,29/09/2016,0.000239,0.00024,0.000239,0.00024,0.00024,0,29/09/2016,3.84,3.85,3.79,3.83,3.83,172094,1,1,W,W
30/09/2016,608.140015,615,607.070007,613.409973,613.409973,10415543,30/09/2016,13.24,13.3,13.07,13.21,13.21,824667,30/09/2016,0.00024,0.00024,0.000238,0.000238,0.000238,2,30/09/2016,3.83,3.85,3.8,3.83,3.83,207174,0,1,L,W
1/10/2016,613.409973,614.210022,607.669983,610.690002,610.690002,10096653,1/10/2016,13.21,13.3,13.15,13.23,13.23,631029,1/10/2016,0.000238,0.000238,0.000231,0.000231,0.000231,0,1/10/2016,3.83,3.85,3.81,3.84,3.84,87043,0,0,L,L
2/10/2016,610.690002,613.200012,608.469971,611.599976,611.599976,13462741,2/10/2016,13.23,13.51,13.18,13.45,13.45,922433,2/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,2/10/2016,3.84,3.85,3.81,3.83,3.83,109650,0,1,L,W
3/10/2016,611.599976,612.679993,606.5,608.960022,608.960022,15300692,3/10/2016,13.45,13.56,13.23,13.32,13.32,1307651,3/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,3/10/2016,3.83,3.85,3.81,3.83,3.83,107768,0,0,L,L
4/10/2016,608.960022,613.650024,607.97998,611.820007,611.820007,14360536,4/10/2016,13.32,13.44,13.09,13.09,13.09,1087377,4/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,4/10/2016,3.83,3.86,3.81,3.84,3.84,107484,0,1,L,W
5/10/2016,611.820007,612.679993,608.539978,610.969971,610.969971,13276337,5/10/2016,13.09,13.19,12.66,12.87,12.87,1424912,5/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,5/10/2016,3.84,3.84,3.81,3.82,3.82,111507,0,0,L,L
6/10/2016,610.969971,619.429993,609.119995,616.030029,616.030029,20167399,6/10/2016,12.87,13.08,12.5,12.68,12.68,1313504,6/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,6/10/2016,3.82,3.85,3.81,3.84,3.84,176368,0,1,L,W
7/10/2016,616.030029,619.559998,614.880005,617.650024,617.650024,8467434,7/10/2016,12.68,12.76,12.04,12.24,12.24,1494626,7/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,0,7/10/2016,3.84,3.85,3.8,3.82,3.82,120645,0,1,L,W
8/10/2016,617.650024,618.349976,613.01001,615.77002,615.77002,8320759,8/10/2016,12.24,12.41,11.97,12.06,12.06,1339556,8/10/2016,0.000231,0.00024,0.000231,0.000231,0.000231,2,8/10/2016,3.82,3.83,3.76,3.81,3.81,92226,0,0,L,L
9/10/2016,615.77002,618.809998,612.76001,617.289978,617.289978,15597892,9/10/2016,12.06,12.15,11.6,11.74,11.74,2039638,9/10/2016,0.000231,0.000231,0.000231,0.000231,0.000231,1,9/10/2016,3.81,3.85,3.72,3.77,3.77,216256,0,1,L,W
10/10/2016,617.289978,642.349976,615.599976,640.450012,640.450012,35367127,10/10/2016,11.74,12.23,11.7,11.75,11.75,1355534,10/10/2016,0.000236,0.00024,0.000229,0.00024,0.00024,16,10/10/2016,3.77,3.85,3.77,3.81,3.81,296493,1,1,W,W
11/10/2016,640.450012,642.51001,632.190002,635.98999,635.98999,17240000,11/10/2016,11.75,12.09,11.68,11.77,11.77,1348844,11/10/2016,0.000229,0.000249,0.000229,0.000249,0.000249,0,11/10/2016,3.81,3.82,3.77,3.8,3.8,146642,1,0,W,L
12/10/2016,635.98999,639.52002,632.25,635.599976,635.599976,16387361,12/10/2016,11.77,12.1,11.74,12.02,12.02,1210242,12/10/2016,0.000229,0.00023,0.000229,0.00023,0.00023,1,12/10/2016,3.8,3.96,3.79,3.88,3.88,256738,0,0,L,L
13/10/2016,635.599976,640.460022,630.659973,637.919983,637.919983,20114873,13/10/2016,12.02,12.06,11.84,11.9,11.9,794319,13/10/2016,0.000229,0.00023,0.000229,0.00023,0.00023,0,13/10/2016,3.88,3.91,3.84,3.87,3.87,170050,0,1,L,W
14/10/2016,637.919983,641.400024,635.059998,637.030029,637.030029,7970927,14/10/2016,11.9,11.98,11.76,11.96,11.96,625037,14/10/2016,0.00023,0.00024,0.00023,0.00024,0.00024,2,14/10/2016,3.87,3.9,3.84,3.86,3.86,80224,1,0,W,L
15/10/2016,637.030029,642.179993,636.390015,640.119995,640.119995,8306925,15/10/2016,11.96,12.04,11.87,11.93,11.93,425194,15/10/2016,0.00024,0.00024,0.00023,0.00023,0.00023,0,15/10/2016,3.86,3.89,3.85,3.86,3.86,96832,0,1,L,W
16/10/2016,640.119995,641.289978,634.890015,637.369995,637.369995,17742610,16/10/2016,11.93,12,11.82,11.98,11.98,921893,16/10/2016,0.00023,0.00023,0.00023,0.00023,0.00023,0,16/10/2016,3.86,3.88,3.82,3.84,3.84,146097,0,0,L,L
17/10/2016,637.369995,639.340027,632.22998,635.340027,635.340027,15725013,17/10/2016,11.98,12.92,11.93,12.5,12.5,2086531,17/10/2016,0.00024,0.00024,0.00023,0.000239,0.000239,3,17/10/2016,3.84,3.87,3.8,3.82,3.82,166429,1,0,W,L
18/10/2016,635.340027,637.27002,624.090027,629.059998,629.059998,22379197,18/10/2016,12.5,12.65,11.88,11.98,11.98,1413674,18/10/2016,0.000239,0.000239,0.00023,0.00023,0.00023,0,18/10/2016,3.82,3.84,3.74,3.79,3.79,188456,0,0,L,L
19/10/2016,629.059998,630.830017,625.47998,628.340027,628.340027,13252110,19/10/2016,11.98,12.26,11.93,12.05,12.05,884658,19/10/2016,0.00023,0.00024,0.00023,0.00024,0.00024,1,19/10/2016,3.79,3.8,3.71,3.77,3.77,152561,1,0,W,L
20/10/2016,628.340027,633.26001,627.580017,630.450012,630.450012,17836383,20/10/2016,12.05,12.13,11.97,12.07,12.07,396002,20/10/2016,0.00023,0.00023,0.00023,0.00023,0.00023,23,20/10/2016,3.77,3.83,3.75,3.8,3.8,204291,0,1,L,W
21/10/2016,630.450012,659.890015,629.719971,655.47998,655.47998,24154228,21/10/2016,12.07,12.16,11.9,12.06,12.06,577127,21/10/2016,0.00023,0.00023,0.00023,0.00023,0.00023,1,21/10/2016,3.8,3.91,3.79,3.85,3.85,478672,0,1,L,W
22/10/2016,655.47998,661.200012,648.780029,653.030029,653.030029,14418212,22/10/2016,12.06,12.09,11.9,11.95,11.95,500515,22/10/2016,0.00023,0.000237,0.000229,0.000229,0.000229,26,22/10/2016,3.85,3.92,3.84,3.88,3.88,288579,0,0,L,L
23/10/2016,653.030029,654.320007,645.679993,650.48999,650.48999,21726106,23/10/2016,11.95,12.02,11.89,11.93,11.93,676684,23/10/2016,0.000229,0.000244,0.000229,0.000229,0.000229,10,23/10/2016,3.88,3.91,3.83,3.84,3.84,405128,0,0,L,L
24/10/2016,650.48999,662.539978,647.650024,651,651,24179462,24/10/2016,11.93,11.96,11.08,11.38,11.38,2217209,24/10/2016,0.000229,0.000244,0.000222,0.000244,0.000244,13,24/10/2016,3.84,3.9,3.84,3.85,3.85,206571,1,1,W,W
25/10/2016,651,678.390015,651.390015,674.669983,674.669983,31949607,25/10/2016,11.38,11.69,11.29,11.5,11.5,906595,25/10/2016,0.00023,0.00023,0.000213,0.000213,0.000213,1,25/10/2016,3.85,3.99,3.86,3.92,3.92,609978,0,1,L,W
26/10/2016,674.669983,687.880005,672.26001,682.299988,682.299988,31862181,26/10/2016,11.5,11.57,11.21,11.43,11.43,1185604,26/10/2016,0.00023,0.00023,0.00022,0.00022,0.00022,13,26/10/2016,3.92,4.05,3.92,3.98,3.98,362303,1,1,W,W
27/10/2016,682.299988,688.429993,678.630005,686.23999,686.23999,26829414,27/10/2016,11.43,11.6,10.93,11.08,11.08,1744841,27/10/2016,0.00022,0.00022,0.00022,0.00022,0.00022,0,27/10/2016,3.98,4,3.91,3.95,3.95,252281,0,1,L,W
28/10/2016,686.23999,720.190002,685.219971,714.950012,714.950012,38351348,28/10/2016,11.08,11.25,9.42,10.39,10.39,3189413,28/10/2016,0.00022,0.00022,0.00022,0.00022,0.00022,0,28/10/2016,3.95,4.1,3.93,4.05,4.05,429124,0,1,L,W
29/10/2016,714.950012,714.909973,689.51001,697.27002,697.27002,27793236,29/10/2016,10.39,11.42,10.28,11.22,11.22,1221192,29/10/2016,0.000269,0.000289,0.000269,0.000289,0.000289,8,29/10/2016,4.05,4.05,3.95,3.96,3.96,374082,1,0,W,L
31/10/2016,697.27002,707.210022,682.169983,698.669983,698.669983,26687188,31/10/2016,11.22,11.64,10.86,10.91,10.91,1472033,31/10/2016,0.000289,0.000289,0.0002,0.0002,0.0002,149,31/10/2016,3.96,4.02,3.94,3.96,3.96,184781,0,1,L,W
1/11/2016,698.669983,734.359985,695.200012,726.76001,726.76001,49453950,1/11/2016,10.91,11.19,10.32,10.75,10.75,2120518,1/11/2016,0.0002,0.000223,0.0002,0.000223,0.000223,0,1/11/2016,3.96,4.15,3.92,4.06,4.06,498357,1,1,W,W
2/11/2016,726.76001,735.780029,718.140015,733.51001,733.51001,28452232,2/11/2016,10.75,11.16,10.69,10.82,10.82,1354204,2/11/2016,0.000224,0.00025,0.00015,0.00015,0.00015,67,2/11/2016,4.06,4.12,4.01,4.08,4.08,273378,0,1,L,W
3/11/2016,733.51001,744.429993,670.400024,684.869995,684.869995,69067917,3/11/2016,10.82,11.12,10.71,10.86,10.86,1572227,3/11/2016,0.000151,0.000235,0.000151,0.00022,0.00022,6,3/11/2016,4.08,4.17,3.73,3.83,3.83,707021,1,0,W,L
